Gene	VarianceMedian_Islands	VarianceMedian_PocilloGG	VarianceMedian_SymbioGG	sd_Islands	sd_PocilloGG	sd_SymbioGG	Q1_Islands	Q1_PocilloGG	Q1_SymbioGG	Q3_Islands	Q3_PocilloGG	Q3_SymbioGG	Residuals
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2048.2	0.1205	0.0621	0.6698	0.0157977809983436	0.0144653150014227	0.0658554422675053	0.1115	0.0568	0.6636	0.128	0.065	0.6776	0.1476
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold3263.3	0	0	0.6698	0.00347184099844025	0	0.0684882625593086	0	0	0.6665	0	0	0.6742	0.3302
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2707.4	0.0893	0.1136	0.6697	0.0140414379951555	0.0143037578019869	0.0653759001447916	0.0819	0.1085	0.6653	0.0932	0.118	0.6753	0.1274
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1275.1	0	0	0.6696	0.002008798604008	0	0.0652799448617666	0	0	0.6662	0	0	0.675	0.3304
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold100.4	0.1095	0	0.6684	0.0168950273865051	0.00145367765656211	0.0654638589846599	0.1041	0	0.663	0.1175	0	0.6728	0.2221
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold701.5	0.0593	0	0.6684	0.00807699957832383	0	0.0646289371265013	0.0562	0	0.666	0.0615	0	0.6752	0.2723
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold3334.1	0.0774	0	0.6683	0.0192751628480864	0	0.068647336011096	0.0673	0	0.6618	0.0842	0	0.6791	0.2543
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold222.8	0.6682	0	0.0928	0.0664105308686931	0	0.0179941998526867	0.6626	0	0.0894	0.6767	0	0.0987	0.239
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold373.5	0.0259	0.0451	0.668	0.00780406704566785	0.0105827894825229	0.0659410761716357	0.0229	0.0404	0.6635	0.0291	0.0507	0.6792	0.261
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold6689.2	0.0702	0.0671	0.6675	0.0791943400744656	0.0169660687036774	0.0992813505212936	0.0628	0.0588	0.6592	0.0764	0.0715	0.6739	0.1952
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold5160.2	0.1125	0	0.6671	0.0190620977200023	0	0.0668570730955357	0.1055	0	0.6568	0.1239	0	0.6758	0.2204
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2514.5	0.0663	0.0378	0.6669	0.0118992068938516	0.0111842285866827	0.0662334879954403	0.0621	0.034	0.66	0.0703	0.0416	0.6756	0.229
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2253.6	0.0579	0	0.6668	0.0146015251322444	0	0.0658475826589856	0.0467	0	0.6609	0.0668	0	0.674	0.2753
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold3778.1	0.0259	0.0151	0.6665	0.0155852897701815	0.01023573387922	0.0665734874944445	0.0173	0.0094	0.647	0.0387	0.0227	0.6759	0.2925
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1635.5	0.6664	0	0.0162	0.0678233260707055	0.00237973306480684	0.00880235658681705	0.6648	0	0.0138	0.6706	0	0.0201	0.3174
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1932.6	0.1839	0.0101	0.6661	0.0349769822617869	0.0215589720985875	0.0648694558824874	0.1713	5e-04	0.6641	0.1961	0.0181	0.6721	0.1399
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1817.2	0.0961	0	0.6659	0.0115607564209616	0	0.0644595102692553	0.0923	0	0.6624	0.0991	0	0.671	0.238
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold3867.5	0.0616	0	0.6659	0.030962375834152	0.0251552494506325	0.0647393754574798	0.0588	0	0.6627	0.0638	0	0.6705	0.2725
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold635.5	0.1771	0	0.6659	0.0240177298524381	0.00467060267971673	0.0654001959500827	0.1647	0	0.6562	0.1887	0	0.677	0.157
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold609.10	0.0786	0	0.6658	0.0109270422870533	0	0.0665794564262043	0.0743	0	0.6631	0.0826	0	0.6708	0.2556
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1748.2	0	0	0.6657	0	0.00605075191267999	0.0675345010681399	0	0	0.663	0	0	0.6686	0.3343
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2934.1	0	0.0011	0.6657	0.0209978345403916	0.00929867408770361	0.0672169010033644	0	0	0.6631	0	0.0057	0.6714	0.3332
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold645.8	0	0.0328	0.6656	0.00425796389615326	0.00817378042122786	0.0659521230759579	0	0.0295	0.6608	0	0.0367	0.6731	0.3016
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2744.1	0.6653	0.0136	0	0.0729050697578586	0.00674963811466208	0	0.6597	0.0105	0	0.6761	0.0179	0	0.3211
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold8049.1	0.1094	0.0067	0.6651	0.0146299135230114	0.0113266961287032	0.0655736968713275	0.1047	0.0016	0.6617	0.1153	0.0097	0.67	0.2188
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold520.1	0.0512	0	0.665	0.0211724889854806	0.00568056489560056	0.0657180401168962	0.0465	0	0.6618	0.0565	0	0.6715	0.2838
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold41.8	0	0.011	0.6649	0.0012451741707875	0.00736317369599116	0.0656498499736521	0	0.0066	0.6583	0	0.0154	0.6749	0.3241
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1576.10	0.0472	0	0.6647	0.00806317152020978	0	0.064945670634899	0.0442	0	0.6603	0.0523	0	0.6688	0.2881
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2088.1	0.0402	0	0.6647	0.00791222489267675	0.000114939154226538	0.0649923237580298	0.0366	0	0.6618	0.0443	0	0.67	0.2951
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2994.2	0.1061	0	0.6642	0.0204668369203357	0	0.0694676325160159	0.1021	0	0.6593	0.1118	0	0.6696	0.2297
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1831.4	0.0221	0.0263	0.6641	0.00803487238927456	0.0103095213292071	0.0650790584452032	0.0187	0.0225	0.659	0.0255	0.032	0.6737	0.2875
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold5652.1	0.0788	0	0.6641	0.0132335950412809	0.00332807102460543	0.0652237184401714	0.0741	0	0.661	0.0833	0	0.6702	0.2571
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2155.3	0.0116	0.6639	0.0256	0.00905529414330349	0.065292643471828	0.015151766885593	0.0082	0.6578	0.0162	0.0167	0.6726	0.0328	0.2989
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold19980.1	0.0616	0	0.6638	0.014931159680071	0.00926288524992321	0.066652201743691	0.0568	0	0.6594	0.0677	0	0.6715	0.2746
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1411.3	0.0879	0	0.6633	0.0122892837493914	0	0.0647749092249741	0.0842	0	0.6588	0.0938	0	0.6735	0.2488
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1742.8	0.1847	0.6629	0	0.0301156955295294	0.0761145682563428	0.0501997018542832	0.1807	0.657	0	0.1913	0.6668	0	0.1524
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold4287.1	0	0	0.6627	0.002251030269652	0	0.0645343914849727	0	0	0.6549	0	0	0.6686	0.3373
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold177.2	0	0	0.6625	0.00334785775475026	0	0.0651363014055013	0	0	0.6623	0	0	0.6664	0.3375
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold4931.1	0.008	0.0362	0.6624	0.00699572390144142	0.0635528109994572	0.0909666886490042	0.0038	0.03	0.6563	0.0124	0.0428	0.6691	0.2934
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold4408.1	0.0454	0.0245	0.6621	0.00866727022912063	0.00882556666233478	0.0657908063651347	0.0421	0.02	0.6554	0.0485	0.0283	0.6743	0.268
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold7463.4	0.0988	0.0696	0.6619	0.0133615508626169	0.01328754587188	0.0673309549342258	0.0963	0.0644	0.657	0.1005	0.0753	0.6695	0.1697
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold3773.4	0	0.0064	0.6617	0.00034517203085831	0.00569908994767904	0.067821765788815	0	0.0046	0.6542	0	0.01	0.6746	0.3319
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold738.4	0.1935	0	0.6617	0.0451645637292507	0.0103527570560325	0.0732233758739645	0.1866	0	0.6531	0.2013	0	0.665	0.1448
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1409.2	0.0445	0.0247	0.6615	0.0165462766039052	0.0147029996638967	0.0684130653161099	0.0419	0.0201	0.6549	0.047	0.0295	0.6704	0.2693
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1231.2	0.0239	0.0069	0.6614	0.0142418716795392	0.00564876226448106	0.0644006232914418	0.0152	0.0012	0.6575	0.0348	0.0105	0.6682	0.3078
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1258.2	0.0679	0	0.6613	0.0127579670696892	0.00127468890490243	0.0639580033909548	0.0618	0	0.6558	0.0717	0	0.6661	0.2708
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold3852.1	0.0504	0	0.6612	0.0102572302801842	0	0.0644133013390757	0.0448	0	0.6566	0.0557	0	0.6652	0.2884
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold4928.4	0	0	0.6612	0.00446249957764279	0	0.0649770195399701	0	0	0.6521	0	0	0.666	0.3388
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold3152.3	0.0851	0.0567	0.661	0.0155910024084155	0.0121141417852302	0.0649600254376412	0.077	0.0501	0.6549	0.0938	0.0636	0.6666	0.1972
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1630.3	0.0988	0	0.6609	0.0132736883947819	3.83130514088461e-05	0.0642224604858212	0.0964	0	0.6589	0.1039	0	0.6647	0.2403
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold4773.3	0.0016	0.231	0.6609	0.00190830489987676	0.0227629039475723	0.0635974098015733	6e-04	0.2287	0.6596	0.0028	0.2338	0.6638	0.1065
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2977.4	0.0729	0.0838	0.6606	0.0088642761947424	0.0103717443176296	0.064095685829048	0.0699	0.0804	0.6572	0.0752	0.0873	0.6651	0.1827
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold7371.2	0.0675	0.0785	0.6606	0.0247137658858572	0.0129395551703077	0.073743156999232	0.0661	0.0743	0.6573	0.0702	0.0827	0.6659	0.1934
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2650.5	0.001	0	0.6602	0.0085126977372561	0	0.0669702745943219	1e-04	0	0.6581	0.0017	0	0.6618	0.3388
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold4322.1	0.032	0	0.6601	0.00774597458840132	0.000392708776940672	0.0648684261264366	0.0277	0	0.659	0.0329	0	0.6663	0.3079
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2244.7	0.1687	0	0.66	0.0198750443702396	0.00245847781154256	0.0652166411694365	0.1604	0	0.6513	0.1749	0	0.6656	0.1713
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold401.5	0.1634	0	0.6597	0.0403456015200115	0.00526809874851042	0.0738902180868082	0.1608	0	0.656	0.1666	0	0.6628	0.1769
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2823.2	0.1201	0.0609	0.6596	0.0149553963068589	0.012888121857559	0.0646190928392004	0.1166	0.0552	0.6548	0.1255	0.0666	0.6653	0.1594
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2643.1	0	0	0.6594	0	0	0.06408915427659	0	0	0.6561	0	0	0.6639	0.3406
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold6425.3	0.0509	0.0837	0.6593	0.0181302402527047	0.0146655039618827	0.067499406913995	0.0479	0.0798	0.6547	0.0558	0.0895	0.6646	0.2061
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold724.4	0.066	0	0.6593	0.0098365958927045	0	0.0641376061654528	0.0616	0	0.6548	0.0694	0	0.6641	0.2747
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold84.12	0.0114	0.1368	0.659	0.00390392825157022	0.0171514275758582	0.0649710955231851	0.0088	0.133	0.6569	0.0128	0.1417	0.6622	0.1928
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold491.2	0	0.6589	0.0042	0	0.0643908886221236	0.00750523806211443	0	0.6538	0	0	0.6652	0.0086	0.3369
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold873.1	0.1395	0.1014	0.6589	0.0210270593669233	0.014560870569781	0.0652210905750081	0.1326	0.0966	0.6527	0.1471	0.1069	0.6662	0.1002
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold286.1	0.117	0	0.6587	0.0141213993453173	0	0.0642331372091715	0.1113	0	0.6535	0.1205	0	0.6644	0.2243
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold6687.1	0.0803	0	0.6587	0.032370949959666	0	0.0741629193867163	0.0744	0	0.6509	0.0875	0	0.6683	0.261
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold6978.1	0.0174	0.0227	0.6587	0.00824821895127437	0.00957713964634747	0.0655016174680261	0.0133	0.017	0.6521	0.0233	0.0261	0.6684	0.3012
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold580.2	0	0.0651	0.6582	0.00223608887168331	0.0156848445196146	0.0658380472641019	0	0.0537	0.6516	0	0.0731	0.6743	0.2767
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold6896.1	0.0613	0.0303	0.6581	0.00962785152432856	0.00956927360261401	0.0643501078836821	0.0584	0.0257	0.6539	0.065	0.036	0.666	0.2503
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold338.5	0.0702	0.0181	0.6579	0.0191323939022855	0.0122400111486383	0.0659481285624562	0.0668	0.0117	0.6556	0.0744	0.0238	0.6645	0.2538
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1903.3	0.0977	0.0292	0.6578	0.0120261513521104	0.0117688864703919	0.0643729877311854	0.0951	0.0251	0.6548	0.1006	0.0335	0.6652	0.2153
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold4683.2	0.6574	0	0	0.0647153231569478	0.0028688693147458	5.74695771132691e-05	0.6538	0	0	0.6639	0	0	0.3426
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold10993.1	0.028	0	0.6565	0.00623561068691784	0	0.0641814365357041	0.0252	0	0.6536	0.0303	0	0.6602	0.3155
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold3330.4	0.0623	0.0153	0.6561	0.013967903051793	0.00866583878269607	0.065118094581537	0.057	0.0126	0.6478	0.0699	0.0196	0.664	0.2663
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold8382.2	0	0	0.6561	0.00182885143942742	0	0.0648856711146928	0	0	0.6534	0	0	0.6609	0.3439
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2010.3	0	0.0129	0.656	0.00319771781939299	0.0105068134779168	0.0646019057508328	0	0	0.6538	0	0.0153	0.6644	0.3311
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold3768.2	0.0682	0	0.656	0.0167632485982815	0.00534442256295575	0.0637184317980167	0.0627	0	0.6521	0.0717	6e-04	0.66	0.2758
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold789.1	0	0.07	0.6558	0.00373852485985593	0.0134584159634278	0.0645116309147085	0	0.0649	0.6498	0.0049	0.0738	0.6625	0.2742
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2181.1	0.0663	0	0.6557	0.0125657926701754	0.00456387501448148	0.0648273663755721	0.0624	0	0.6523	0.07	0	0.6601	0.278
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold822.2	0	0	0.6557	0	0.00124554796710613	0.064001848307812	0	0	0.6521	0	0	0.6603	0.3443
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1858.9	0.0136	0	0.6555	0.0122564198853657	0	0.0650711769395456	0.0087	0	0.6497	0.0193	0	0.6625	0.3309
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold167.13	0	0	0.6553	0	0	0.0639546241092396	0	0	0.6512	0	0	0.6605	0.3447
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold221.1	0	0	0.6553	0.00267846903999899	0	0.0658303926361626	0	0	0.6553	0	0	0.6553	0.3447
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold5092.1	0	0.0341	0.6552	0.00222641564077883	0.0107593754010819	0.0661050988665805	0	0.0298	0.6488	0	0.039	0.6618	0.3107
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1632.1	0.0346	0.089	0.6549	0.00646106020824841	0.0127663440179817	0.0635286099166956	0.0313	0.0851	0.6524	0.0373	0.0941	0.659	0.2215
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1448.6	0.0129	0	0.6548	0.00488790712735286	0	0.0636053850188637	0.011	0	0.6525	0.0147	0	0.6616	0.3323
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold419.5	0.0048	0	0.6548	0.00395612382670791	0	0.0692578125488279	0.003	0	0.6525	0.0068	0	0.6597	0.3404
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2121.4	0	0.0156	0.6545	0	0.0113767068185841	0.0649462402687213	0	0.0111	0.6471	0	0.0221	0.6604	0.3299
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold9367.1	0.0723	0	0.6545	0.00966307123194831	0.0044205058035968	0.0639056485751433	0.0695	0	0.6509	0.0757	0	0.659	0.2732
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold237.8	0.0978	0	0.6541	0.0202303366817313	0	0.0644691149481288	0.0869	0	0.642	0.1113	0	0.6646	0.2481
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold582.1	0	0	0.6541	0.00218926853173463	0.00308648528869147	0.0640652838620908	0	0	0.6494	0	0.0018	0.6592	0.3459
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1298.4	0.0871	2e-04	0.6539	0.0123529039287937	0.00277037566253871	0.0635569019268154	0.0809	0	0.6472	0.0948	0.0032	0.658	0.2588
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1157.1	0.0695	0	0.6538	0.0151849347811747	0	0.0640849294329652	0.0622	0	0.651	0.0745	0	0.6632	0.2767
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1679.4	0.0164	0	0.6537	0.00587716096996998	0.00119296200351397	0.0637111212087911	0.0137	0	0.651	0.0193	0	0.6595	0.3299
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1252.1	0.0912	0	0.6534	0.0151799576583403	0.0018961228929435	0.0649952769396733	0.0844	0	0.6487	0.0953	0	0.6635	0.2554
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1606.2	0.1146	0	0.6534	0.0139677446857824	0	0.0638464860306137	0.1112	0	0.6514	0.1186	0	0.6605	0.232
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold481.3	0.0703	0	0.6534	0.00996059326951291	0	0.0635864100869077	0.0669	0	0.6507	0.0725	0	0.6589	0.2763
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold787.4	0.0183	0.6534	0	0.0131925323041738	0.0664942081791546	0.0102367448251062	0.0156	0.651	0	0.0201	0.6574	0.0016	0.3283
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold888.6	0	0.1213	0.6532	0.000534259516898421	0.0197053328926579	0.0648856408594256	0	0.1132	0.6458	0	0.1251	0.6622	0.2255
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold645.9	0.0895	0.0954	0.653	0.0172757863718919	0.018451768362178	0.0676758844145726	0.0856	0.0895	0.6441	0.0944	0.1032	0.6618	0.1621
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1228.8	0.6529	0	0	0.175724407628222	0.0615127047367997	0.124391865917712	0.6462	0	0	0.6656	0	0	0.3471
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold3734.6	0.0509	0	0.6527	0.0140025026281195	0	0.0638864135628264	0.0422	0	0.6433	0.0592	0	0.6598	0.2964
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold14552.1	0.0438	0.0719	0.6526	0.0109164756696725	0.0150259811803267	0.0643099364319946	0.0399	0.066	0.6469	0.0509	0.0769	0.6598	0.2317
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold578.13	0.0049	0.0519	0.6526	0.0044197007446323	0.0129453604213636	0.0667782078614871	0.0026	0.0455	0.6463	0.007	0.0588	0.6618	0.2906
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold963.8	0.6526	0	0	0.0659596734521663	0	0.00286734251094867	0.6441	0	0	0.6611	0	0.0016	0.3474
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold13695.1	0	0	0.6525	0	0.00081293484665117	0.0679459747586179	0	0	0.6493	0	0	0.6575	0.3475
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold377.10	0.0925	0	0.6523	0.0154688645776534	0	0.0642007480085099	0.0907	0	0.6492	0.0979	0	0.6571	0.2552
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold7655.1	0.0714	0.0705	0.6523	0.00977141088114827	0.011338624941427	0.0664620797869676	0.0701	0.0664	0.6462	0.0744	0.0735	0.6595	0.2058
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold415.11	0.0107	0	0.6518	0.0060774272783933	0.000881200182403459	0.06411177648819	0.0078	0	0.648	0.014	0	0.6569	0.3375
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold525.5	0.075	0.0251	0.6518	0.0182229481500565	0.0111122168155241	0.0633789609636388	0.0657	0.0209	0.643	0.0884	0.0291	0.6604	0.2481
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold6916.4	0.1023	0	0.6517	0.0167242811510805	0.00613901644693837	0.0633310060332093	0.0967	0	0.6471	0.1071	0	0.6566	0.246
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold4966.4	0.0278	0.098	0.6516	0.0110680234636134	0.017465014541236	0.0660694002727096	0.0204	0.0881	0.6431	0.0339	0.1041	0.6641	0.2226
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold2589.6	0.0417	0.6514	0	0.0169214139204021	0.0646876411096768	0	0.0367	0.6478	0	0.0436	0.6559	0	0.3069
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold9546.2	0.1041	0.0127	0.6514	0.0177522655563149	0.00839448915551906	0.0644440106975104	0.0947	0.0082	0.6456	0.1089	0.0163	0.6596	0.2318
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold23012.1	0	0.0074	0.651	0	0.00737735409079053	0.0633271646762487	0	0.0032	0.6452	0	0.0119	0.6599	0.3416
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1861.2	0	0.0187	0.6509	0	0.00516023061039228	0.0652516233721532	0	0.0146	0.6453	0	0.021	0.6595	0.3304
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1519.3	0.0634	0	0.6507	0.00963980397058122	0	0.0638265923599778	0.0605	0	0.6472	0.0674	0	0.6575	0.2859
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1232.1	0	0.0082	0.6506	0.00532998668572414	0.00661665325053781	0.0633157927853553	0	0.0042	0.6469	0	0.0125	0.6602	0.3412
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold6105.3	0.1332	0	0.6505	0.0163211906953891	0.00726084399980708	0.0637130326814636	0.1308	0	0.6477	0.1381	3e-04	0.6536	0.2163
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold455.7	0.1262	0.6503	0.0037	0.0183751693449056	0.06310357237174	0.0178684590288754	0.1184	0.6458	0	0.1347	0.6548	0.012	0.2198
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold237.17	0	0.0196	0.6502	0	0.0109911277659969	0.0636346713799246	0	0.0171	0.6479	0	0.0235	0.6589	0.3302
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold3660.7	0.1146	0	0.65	0.0271849145420991	0.00615865391208457	0.0634525775737088	0.1049	0	0.6449	0.1255	0	0.6544	0.2354
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold1067.11	0.101	0	0.6494	0.0132243035821459	0	0.0640343722338794	0.0959	0	0.6452	0.1076	0	0.655	0.2496
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold280.1	0.0175	0	0.6493	0.00831934268996465	0	0.0629164565482446	0.0146	0	0.6449	0.019	0	0.6552	0.3332
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold8482.1	0.0513	0.0177	0.6492	0.00932629221446491	0.00798939217712067	0.0636300374294152	0.0464	0.0132	0.6425	0.0566	0.0233	0.6558	0.2818
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold12432.1	0.1603	0.0733	0.649	0.0191731362568717	0.0169364045028914	0.0649414380851244	0.1535	0.0639	0.636	0.1679	0.0836	0.6592	0.1174
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold8142.1	0.0568	0.0272	0.649	0.0139349455729459	0.0142439556840932	0.0649400929009736	0.049	0.0229	0.6377	0.0644	0.0341	0.6575	0.267
Cladocopium-goreaui-C1-CDS_TaraDB-Symbiodinium_scaffold6044.2	0.08	0.0593	0.6489	0.0123452660818359	0.0126632493109972	0.0645716166084118	0.0738	0.0542	0.6371	0.0885	0.0687	0.6585	0.2118
