Gene	Length
Pmea_00009121	3180
Pmea_00009122	528
Pmea_00009123	1341
Pmea_00009124	675
Pmea_00009125	1188
Pmea_00009126	753
Pmea_00009127	1581
Pmea_00009128	798
Pmea_00009129	1185
Pmea_00009130	450
Pmea_00009131	1191
Pmea_00009132	270
Pmea_00009133	933
Pmea_00009134	1041
Pmea_00009135	1350
Pmea_00009136	3234
Pmea_00009137	264
Pmea_00009138	372
Pmea_00009139	1623
Pmea_00009140	2784
Pmea_00009141	336
Pmea_00009142	798
Pmea_00009143	2505
Pmea_00009144	2247
Pmea_00009145	1182
Pmea_00009146	900
Pmea_00009147	594
Pmea_00009148	585
Pmea_00009149	1959
Pmea_00009150	1236
Pmea_00009151	2385
Pmea_00009152	1131
Pmea_00009153	1881
Pmea_00009154	14655
Pmea_00009155	2217
Pmea_00009156	3900
Pmea_00009157	1290
Pmea_00009158	1788
Pmea_00009159	5484
Pmea_00009160	672
Pmea_00009161	660
Pmea_00009162	630
Pmea_00009163	579
Pmea_00009164	1032
Pmea_00009165	5136
Pmea_00009166	2382
Pmea_00009167	4800
Pmea_00009168	1503
Pmea_00009169	1374
Pmea_00009170	921
Pmea_00009171	1308
Pmea_00009172	1515
Pmea_00009173	1920
Pmea_00009174	1482
Pmea_00009175	5370
Pmea_00009176	747
Pmea_00009177	651
Pmea_00009178	3150
Pmea_00009179	1410
Pmea_00009180	1314
Pmea_00009181	1722
Pmea_00009182	2427
Pmea_00009183	927
Pmea_00009184	1026
Pmea_00009185	1446
Pmea_00009186	588
Pmea_00009187	1695
Pmea_00009188	4014
Pmea_00009189	1002
Pmea_00009190	696
Pmea_00009191	1719
Pmea_00009192	495
Pmea_00009193	13851
Pmea_00009194	243
Pmea_00009195	342
Pmea_00009196	978
Pmea_00009197	1815
Pmea_00009198	1200
Pmea_00009199	882
Pmea_00009200	648
Pmea_00009201	321
Pmea_00009202	1026
Pmea_00009203	564
Pmea_00009204	1437
Pmea_00009205	474
Pmea_00009206	1080
Pmea_00009207	6591
Pmea_00009208	1239
Pmea_00009209	1722
Pmea_00009210	1632
Pmea_00009211	1308
Pmea_00009212	1269
Pmea_00009213	5217
Pmea_00009214	882
Pmea_00009215	3918
Pmea_00009216	1671
Pmea_00009217	1239
Pmea_00009218	1971
Pmea_00009219	1107
Pmea_00009220	1089
Pmea_00009221	192
Pmea_00009222	954
Pmea_00009223	1638
Pmea_00009224	2073
Pmea_00009225	1107
Pmea_00009226	1368
Pmea_00009227	1224
Pmea_00009228	2388
Pmea_00009229	321
Pmea_00009230	1596
Pmea_00009231	333
Pmea_00009232	960
Pmea_00009233	2247
Pmea_00009234	3456
Pmea_00009235	2526
Pmea_00009236	2334
Pmea_00009237	2328
Pmea_00009238	1881
Pmea_00009239	315
Pmea_00009240	1929
Pmea_00009241	1710
Pmea_00009242	3315
Pmea_00009243	1281
Pmea_00009244	1422
Pmea_00009245	3780
Pmea_00009246	657
Pmea_00009247	4083
Pmea_00009248	1011
Pmea_00009249	1035
Pmea_00009250	804
Pmea_00009251	2847
Pmea_00009252	2589
Pmea_00009253	696
Pmea_00009254	1128
Pmea_00009255	1272
Pmea_00009256	3057
Pmea_00009257	1449
Pmea_00009258	2100
Pmea_00009259	204
Pmea_00009260	1119
Pmea_00009261	279
Pmea_00009262	180
Pmea_00009263	204
Pmea_00009264	303
Pmea_00009265	1422
Pmea_00009266	297
Pmea_00009267	357
Pmea_00009268	600
Pmea_00009269	567
Pmea_00009270	234
Pmea_00009271	612
Pmea_00009272	738
Pmea_00009273	843
Pmea_00009274	858
Pmea_00009275	1188
Pmea_00009276	1596
Pmea_00009277	903
Pmea_00009278	528
Pmea_00009279	381
Pmea_00009280	201
Pmea_00009281	1107
Pmea_00009282	297
Pmea_00009283	915
Pmea_00009284	375
Pmea_00009285	456
Pmea_00009286	2157
Pmea_00009287	453
Pmea_00009288	390
Pmea_00009289	2502
Pmea_00009290	687
Pmea_00009291	435
Pmea_00009292	948
Pmea_00009293	453
Pmea_00009294	186
Pmea_00009295	474
Pmea_00009296	1098
Pmea_00009297	387
Pmea_00009298	573
Pmea_00009299	885
Pmea_00009300	1131
Pmea_00009301	1251
Pmea_00009302	384
Pmea_00009303	1026
Pmea_00009304	897
Pmea_00009305	765
Pmea_00009306	393
Pmea_00009307	672
Pmea_00009308	303
Pmea_00009309	777
Pmea_00009310	486
Pmea_00009311	2541
Pmea_00009312	981
Pmea_00009313	198
Pmea_00009314	804
Pmea_00009315	285
Pmea_00009316	540
Pmea_00009317	270
Pmea_00009318	336
Pmea_00009319	702
Pmea_00009320	825
Pmea_00009321	759
Pmea_00009322	885
Pmea_00009323	936
Pmea_00009324	666
Pmea_00009325	648
Pmea_00009326	543
Pmea_00009327	492
Pmea_00009328	402
Pmea_00009329	330
Pmea_00009330	681
Pmea_00009331	612
Pmea_00009332	387
Pmea_00009333	399
Pmea_00009334	615
Pmea_00009335	1563
Pmea_00009336	990
Pmea_00009337	606
Pmea_00009338	324
Pmea_00009339	702
Pmea_00009340	1224
Pmea_00009341	492
Pmea_00009342	1869
Pmea_00009343	948
Pmea_00009344	603
Pmea_00009345	201
Pmea_00009346	1155
Pmea_00009347	975
Pmea_00009348	756
Pmea_00009349	1137
Pmea_00009350	507
Pmea_00009351	1215
Pmea_00009352	738
Pmea_00009353	5157
Pmea_00009354	1872
Pmea_00009355	321
Pmea_00009356	312
Pmea_00009357	210
Pmea_00009358	258
Pmea_00009359	2604
Pmea_00009360	405
Pmea_00009361	540
Pmea_00009362	1527
Pmea_00009363	1695
Pmea_00009364	966
Pmea_00009365	681
Pmea_00009366	648
Pmea_00009367	594
Pmea_00009368	2922
Pmea_00009369	576
Pmea_00009370	216
Pmea_00009371	1629
Pmea_00009372	1008
Pmea_00009373	714
Pmea_00009374	573
Pmea_00009375	1464
Pmea_00009376	1518
Pmea_00009377	867
Pmea_00009378	1464
Pmea_00009379	885
Pmea_00009380	393
Pmea_00009381	1308
Pmea_00009382	963
Pmea_00009383	183
Pmea_00009384	201
Pmea_00009385	297
Pmea_00009386	522
Pmea_00009387	984
Pmea_00009388	540
Pmea_00009389	240
Pmea_00009390	1389
Pmea_00009391	1731
Pmea_00009392	1035
Pmea_00009393	2976
Pmea_00009394	1431
Pmea_00009395	723
Pmea_00009396	864
Pmea_00009397	234
Pmea_00009398	3930
Pmea_00009399	405
Pmea_00009400	3312
Pmea_00009401	1266
Pmea_00009402	372
Pmea_00009403	3297
Pmea_00009404	885
Pmea_00009405	363
Pmea_00009406	483
Pmea_00009407	837
Pmea_00009408	816
Pmea_00009409	681
Pmea_00009410	762
Pmea_00009411	2679
Pmea_00009412	882
Pmea_00009413	1101
Pmea_00009414	912
Pmea_00009415	2127
Pmea_00009416	834
Pmea_00009417	786
Pmea_00009418	348
Pmea_00009419	537
Pmea_00009420	5268
Pmea_00009421	2367
Pmea_00009422	579
Pmea_00009423	846
Pmea_00009424	429
Pmea_00009425	369
Pmea_00009426	1893
Pmea_00009427	291
Pmea_00009428	921
Pmea_00009429	867
Pmea_00009430	2940
Pmea_00009431	1848
Pmea_00009432	699
Pmea_00009433	450
Pmea_00009434	1116
Pmea_00009435	1587
Pmea_00009436	645
Pmea_00009437	201
Pmea_00009438	1398
Pmea_00009439	5229
Pmea_00009440	2877
Pmea_00009441	906
Pmea_00009442	711
Pmea_00009443	1017
Pmea_00009444	978
Pmea_00009445	372
Pmea_00009446	6285
Pmea_00009447	1866
Pmea_00009448	342
Pmea_00009449	1104
Pmea_00009450	2481
Pmea_00009451	1041
Pmea_00009452	549
Pmea_00009453	2856
Pmea_00009454	231
Pmea_00009455	942
Pmea_00009456	3423
Pmea_00009457	960
Pmea_00009458	2670
Pmea_00009459	3099
Pmea_00009460	2094
Pmea_00009461	1065
Pmea_00009462	705
Pmea_00009463	894
Pmea_00009464	1011
Pmea_00009465	3537
Pmea_00009466	837
Pmea_00009467	483
Pmea_00009468	372
Pmea_00009469	891
Pmea_00009470	435
Pmea_00009471	393
Pmea_00009472	1737
Pmea_00009473	336
Pmea_00009474	4482
Pmea_00009475	2277
Pmea_00009476	2649
Pmea_00009477	1014
Pmea_00009478	1032
Pmea_00009479	2580
Pmea_00009480	2208
Pmea_00009481	1368
Pmea_00009482	1941
Pmea_00009483	1788
Pmea_00009484	1374
Pmea_00009485	984
Pmea_00009486	1359
Pmea_00009487	990
Pmea_00009488	1497
Pmea_00009489	990
Pmea_00009490	186
Pmea_00009491	2001
Pmea_00009492	1398
Pmea_00009493	552
Pmea_00009494	1131
Pmea_00009495	1116
Pmea_00009496	1023
Pmea_00009497	954
Pmea_00009498	1464
Pmea_00009499	1230
Pmea_00009500	3828
Pmea_00009501	6096
Pmea_00009502	2127
Pmea_00009503	2208
Pmea_00009504	6633
Pmea_00009505	5496
Pmea_00009506	369
Pmea_00009507	2166
Pmea_00009508	192
Pmea_00009509	6249
Pmea_00009510	450
Pmea_00009511	1689
Pmea_00009512	849
Pmea_00009513	447
Pmea_00009514	4227
Pmea_00009515	4242
Pmea_00009516	3930
Pmea_00009517	2094
Pmea_00009518	2259
Pmea_00009519	1419
Pmea_00009520	1887
Pmea_00009521	1497
Pmea_00009522	645
Pmea_00009523	1302
Pmea_00009524	3816
Pmea_00009525	327
Pmea_00009526	1092
Pmea_00009527	1794
Pmea_00009528	3030
Pmea_00009529	1356
Pmea_00009530	678
Pmea_00009531	1620
Pmea_00009532	675
Pmea_00009533	531
Pmea_00009534	1137
Pmea_00009535	453
Pmea_00009536	693
Pmea_00009537	1263
Pmea_00009538	930
Pmea_00009539	5241
Pmea_00009540	813
Pmea_00009541	963
Pmea_00009542	219
Pmea_00009543	972
Pmea_00009544	3366
Pmea_00009545	1950
Pmea_00009546	4020
Pmea_00009547	1965
Pmea_00009548	582
Pmea_00009549	3342
Pmea_00009550	2421
Pmea_00009551	1080
Pmea_00009552	225
Pmea_00009553	1443
Pmea_00009554	330
Pmea_00009555	330
Pmea_00009556	1047
Pmea_00009557	987
Pmea_00009558	1545
Pmea_00009559	1032
Pmea_00009560	3597
Pmea_00009561	459
Pmea_00009562	1386
Pmea_00009563	3201
Pmea_00009564	1020
Pmea_00009565	981
Pmea_00009566	1176
Pmea_00009567	3342
Pmea_00009568	4086
Pmea_00009569	234
Pmea_00009570	795
Pmea_00009571	1545
Pmea_00009572	4839
Pmea_00009573	1005
Pmea_00009574	1503
Pmea_00009575	2265
Pmea_00009576	1071
Pmea_00009577	1515
Pmea_00009578	906
Pmea_00009579	2346
Pmea_00009580	678
Pmea_00009581	1812
Pmea_00009582	870
Pmea_00009583	468
Pmea_00009584	2946
Pmea_00009585	1380
Pmea_00009586	1452
Pmea_00009587	1740
Pmea_00009588	495
Pmea_00009589	1995
Pmea_00009590	312
Pmea_00009591	6498
Pmea_00009592	318
Pmea_00009593	1116
Pmea_00009594	675
Pmea_00009595	711
Pmea_00009596	621
Pmea_00009597	444
Pmea_00009598	780
Pmea_00009599	300
Pmea_00009600	714
Pmea_00009601	261
Pmea_00009602	366
Pmea_00009603	1425
Pmea_00009604	1287
Pmea_00009605	1167
Pmea_00009606	2880
Pmea_00009607	1323
Pmea_00009608	1236
Pmea_00009609	1722
Pmea_00009610	2967
Pmea_00009611	2997
Pmea_00009612	1095
Pmea_00009613	1203
Pmea_00009614	3573
Pmea_00009615	684
Pmea_00009616	930
Pmea_00009617	1287
Pmea_00009618	381
Pmea_00009619	1506
Pmea_00009620	3654
Pmea_00009621	1056
Pmea_00009622	7278
Pmea_00009623	1647
Pmea_00009624	2328
Pmea_00009625	3678
Pmea_00009626	135
Pmea_00009627	243
Pmea_00009628	1992
Pmea_00009629	1557
Pmea_00009630	912
Pmea_00009631	2460
Pmea_00009632	225
Pmea_00009633	2100
Pmea_00009634	870
Pmea_00009635	3345
Pmea_00009636	11715
Pmea_00009637	2613
Pmea_00009638	321
Pmea_00009639	1299
Pmea_00009640	1170
Pmea_00009641	927
Pmea_00009642	7899
Pmea_00009643	735
Pmea_00009644	720
Pmea_00009645	588
Pmea_00009646	2763
Pmea_00009647	765
Pmea_00009648	774
Pmea_00009649	426
Pmea_00009650	507
Pmea_00009651	2292
Pmea_00009652	900
Pmea_00009653	12600
Pmea_00009654	264
Pmea_00009655	1947
Pmea_00009656	3033
Pmea_00009657	516
Pmea_00009658	7263
Pmea_00009659	1356
Pmea_00009660	1197
Pmea_00009661	3288
Pmea_00009662	1083
Pmea_00009663	429
Pmea_00009664	2526
Pmea_00009665	5034
Pmea_00009666	1956
Pmea_00009667	1353
Pmea_00009668	2397
Pmea_00009669	660
Pmea_00009670	720
Pmea_00009671	1278
Pmea_00009672	609
Pmea_00009673	1521
Pmea_00009674	567
Pmea_00009675	1836
Pmea_00009676	660
Pmea_00009677	1428
Pmea_00009678	852
Pmea_00009679	609
Pmea_00009680	402
Pmea_00009681	1749
Pmea_00009682	453
Pmea_00009683	696
Pmea_00009684	1341
Pmea_00009685	1350
Pmea_00009686	183
Pmea_00009687	1413
Pmea_00009688	279
Pmea_00009689	657
Pmea_00009690	3171
Pmea_00009691	747
Pmea_00009692	1485
Pmea_00009693	1176
Pmea_00009694	2580
Pmea_00009695	1590
Pmea_00009696	405
Pmea_00009697	1023
Pmea_00009698	1659
Pmea_00009699	600
Pmea_00009700	960
Pmea_00009701	636
Pmea_00009702	1371
Pmea_00009703	1413
Pmea_00009704	267
Pmea_00009705	2007
Pmea_00009706	3129
Pmea_00009707	1941
Pmea_00009708	1146
Pmea_00009709	1020
Pmea_00009710	816
Pmea_00009711	1722
Pmea_00009712	945
Pmea_00009713	1143
Pmea_00009714	948
Pmea_00009715	723
Pmea_00009716	2556
Pmea_00009717	2535
Pmea_00009718	2778
Pmea_00009719	1032
Pmea_00009720	2430
Pmea_00009721	924
Pmea_00009722	684
Pmea_00009723	2235
Pmea_00009724	2166
Pmea_00009725	411
Pmea_00009726	342
Pmea_00009727	3090
Pmea_00009728	459
Pmea_00009729	3540
Pmea_00009730	1347
Pmea_00009731	5340
Pmea_00009732	141
Pmea_00009733	1863
Pmea_00009734	1131
Pmea_00009735	1074
Pmea_00009736	1104
Pmea_00009737	576
Pmea_00009738	3786
Pmea_00009739	2478
Pmea_00009740	1677
Pmea_00009741	129
Pmea_00009742	1395
Pmea_00009743	3243
Pmea_00009744	828
Pmea_00009745	480
Pmea_00009746	1827
Pmea_00009747	1029
Pmea_00009748	8433
Pmea_00009749	3870
Pmea_00009750	594
Pmea_00009751	936
Pmea_00009752	3531
Pmea_00009753	2379
Pmea_00009754	2700
Pmea_00009755	1950
Pmea_00009756	2862
Pmea_00009757	954
Pmea_00009758	849
Pmea_00009759	765
Pmea_00009760	1131
Pmea_00009761	2514
Pmea_00009762	2136
Pmea_00009763	735
Pmea_00009764	1113
Pmea_00009765	492
Pmea_00009766	618
Pmea_00009767	3441
Pmea_00009768	1950
Pmea_00009769	4692
Pmea_00009770	234
Pmea_00009771	3282
Pmea_00009772	753
Pmea_00009773	633
Pmea_00009774	1167
Pmea_00009775	5763
Pmea_00009776	2682
Pmea_00009777	891
Pmea_00009778	1818
Pmea_00009779	1206
Pmea_00009780	1539
Pmea_00009781	789
Pmea_00009782	1692
Pmea_00009783	1254
Pmea_00009784	3972
Pmea_00009785	1332
Pmea_00009786	1392
Pmea_00009787	1509
Pmea_00009788	1425
Pmea_00009789	1014
Pmea_00009790	1095
Pmea_00009791	1056
Pmea_00009792	1098
Pmea_00009793	1905
Pmea_00009794	3027
Pmea_00009795	2640
Pmea_00009796	567
Pmea_00009797	186
Pmea_00009798	732
Pmea_00009799	183
Pmea_00009800	525
Pmea_00009801	408
Pmea_00009802	975
Pmea_00009803	261
Pmea_00009804	720
Pmea_00009805	2394
Pmea_00009806	2772
Pmea_00009807	1395
Pmea_00009808	771
Pmea_00009809	804
Pmea_00009810	1572
Pmea_00009811	1125
Pmea_00009812	1398
Pmea_00009813	207
Pmea_00009814	657
Pmea_00009815	1128
Pmea_00009816	1356
Pmea_00009817	696
Pmea_00009818	327
Pmea_00009819	4158
Pmea_00009820	774
Pmea_00009821	1917
Pmea_00009822	636
Pmea_00009823	453
Pmea_00009824	744
Pmea_00009825	780
Pmea_00009826	720
Pmea_00009827	477
Pmea_00009828	1134
Pmea_00009829	759
Pmea_00009830	150
Pmea_00009831	330
Pmea_00009832	357
Pmea_00009833	222
Pmea_00009834	534
Pmea_00009835	1017
Pmea_00009836	732
Pmea_00009837	345
Pmea_00009838	495
Pmea_00009839	654
Pmea_00009840	1398
Pmea_00009841	831
Pmea_00009842	3378
Pmea_00009843	1158
Pmea_00009844	951
Pmea_00009845	603
Pmea_00009846	1914
Pmea_00009847	519
Pmea_00009848	1407
Pmea_00009849	936
Pmea_00009850	318
Pmea_00009851	1047
Pmea_00009852	945
Pmea_00009853	621
Pmea_00009854	2316
Pmea_00009855	447
Pmea_00009856	1116
Pmea_00009857	489
Pmea_00009858	960
Pmea_00009859	264
Pmea_00009860	9126
Pmea_00009861	2946
Pmea_00009862	960
Pmea_00009863	645
Pmea_00009864	381
Pmea_00009865	639
Pmea_00009866	1767
Pmea_00009867	2850
Pmea_00009868	573
Pmea_00009869	573
Pmea_00009870	1914
Pmea_00009871	1299
Pmea_00009872	600
Pmea_00009873	726
Pmea_00009874	1719
Pmea_00009875	2880
Pmea_00009876	1008
Pmea_00009877	5625
Pmea_00009878	1041
Pmea_00009879	1098
Pmea_00009880	2403
Pmea_00009881	2619
Pmea_00009882	258
Pmea_00009883	411
Pmea_00009884	675
Pmea_00009885	1170
Pmea_00009886	675
Pmea_00009887	477
Pmea_00009888	3837
Pmea_00009889	1014
Pmea_00009890	762
Pmea_00009891	1110
Pmea_00009892	693
Pmea_00009893	2100
Pmea_00009894	2016
Pmea_00009895	2565
Pmea_00009896	1470
Pmea_00009897	321
Pmea_00009898	1257
Pmea_00009899	1494
Pmea_00009900	846
Pmea_00009901	246
Pmea_00009902	1233
Pmea_00009903	450
Pmea_00009904	1047
Pmea_00009905	1794
Pmea_00009906	159
Pmea_00009907	1053
Pmea_00009908	897
Pmea_00009909	927
Pmea_00009910	216
Pmea_00009911	291
Pmea_00009912	2469
Pmea_00009913	435
Pmea_00009914	900
Pmea_00009915	2742
Pmea_00009916	345
Pmea_00009917	435
Pmea_00009918	3495
Pmea_00009919	2037
Pmea_00009920	1947
Pmea_00009921	930
Pmea_00009922	621
Pmea_00009923	930
Pmea_00009924	705
Pmea_00009925	573
Pmea_00009926	153
Pmea_00009927	333
Pmea_00009928	249
Pmea_00009929	369
Pmea_00009930	3207
Pmea_00009931	414
Pmea_00009932	681
Pmea_00009933	324
Pmea_00009934	477
Pmea_00009935	852
Pmea_00009936	1272
Pmea_00009937	783
Pmea_00009938	1038
Pmea_00009939	678
Pmea_00009940	5391
Pmea_00009941	6168
Pmea_00009942	195
Pmea_00009943	468
Pmea_00009944	510
Pmea_00009945	2742
Pmea_00009946	3969
Pmea_00009947	444
Pmea_00009948	4071
Pmea_00009949	756
Pmea_00009950	300
Pmea_00009951	1422
Pmea_00009952	2991
Pmea_00009953	1239
Pmea_00009954	732
Pmea_00009955	135
Pmea_00009956	603
Pmea_00009957	3912
Pmea_00009958	2562
Pmea_00009959	438
Pmea_00009960	894
Pmea_00009961	594
Pmea_00009962	1194
Pmea_00009963	801
Pmea_00009964	195
Pmea_00009965	162
Pmea_00009966	177
Pmea_00009967	312
Pmea_00009968	195
Pmea_00009969	162
Pmea_00009970	177
Pmea_00009971	162
Pmea_00009972	177
Pmea_00009973	312
Pmea_00009974	162
Pmea_00009975	162
Pmea_00009976	324
Pmea_00009977	177
Pmea_00009978	309
Pmea_00009979	195
Pmea_00009980	162
Pmea_00009981	177
Pmea_00009982	195
Pmea_00009983	162
Pmea_00009984	312
Pmea_00009985	195
Pmea_00009986	162
Pmea_00009987	204
Pmea_00009988	162
Pmea_00009989	177
Pmea_00009990	162
Pmea_00009991	177
Pmea_00009992	153
Pmea_00009993	285
Pmea_00009994	450
Pmea_00009995	453
Pmea_00009996	315
Pmea_00009997	249
Pmea_00009998	687
Pmea_00009999	1605
Pmea_00010000	204
Pmea_00010001	852
Pmea_00010002	1371
Pmea_00010003	1299
Pmea_00010004	1788
Pmea_00010005	1611
Pmea_00010006	357
Pmea_00010007	2433
Pmea_00010008	345
Pmea_00010009	759
Pmea_00010010	318
Pmea_00010011	405
Pmea_00010012	501
Pmea_00010013	2028
Pmea_00010014	405
Pmea_00010015	345
Pmea_00010016	1014
Pmea_00010017	180
Pmea_00010018	1011
Pmea_00010019	621
Pmea_00010020	744
Pmea_00010021	798
Pmea_00010022	642
Pmea_00010023	312
Pmea_00010024	1539
Pmea_00010025	438
Pmea_00010026	1224
Pmea_00010027	2616
Pmea_00010028	849
Pmea_00010029	3174
Pmea_00010030	1077
Pmea_00010031	5037
Pmea_00010032	120
Pmea_00010033	1755
Pmea_00010034	672
Pmea_00010035	279
Pmea_00010036	963
Pmea_00010037	357
Pmea_00010038	282
Pmea_00010039	291
Pmea_00010040	351
Pmea_00010041	354
Pmea_00010042	483
Pmea_00010043	624
Pmea_00010044	417
Pmea_00010045	528
Pmea_00010046	315
Pmea_00010047	1431
Pmea_00010048	777
Pmea_00010049	273
Pmea_00010050	528
Pmea_00010051	501
Pmea_00010052	315
Pmea_00010053	423
Pmea_00010054	516
Pmea_00010055	546
Pmea_00010056	348
Pmea_00010057	579
Pmea_00010058	2199
Pmea_00010059	1074
Pmea_00010060	417
Pmea_00010061	276
Pmea_00010062	1305
Pmea_00010063	1473
Pmea_00010064	621
Pmea_00010065	987
Pmea_00010066	234
Pmea_00010067	495
Pmea_00010068	1134
Pmea_00010069	225
Pmea_00010070	831
Pmea_00010071	621
Pmea_00010072	765
Pmea_00010073	378
Pmea_00010074	693
Pmea_00010075	435
Pmea_00010076	348
Pmea_00010077	3555
Pmea_00010078	738
Pmea_00010079	8199
Pmea_00010080	2535
Pmea_00010081	1644
Pmea_00010082	2373
Pmea_00010083	600
Pmea_00010084	1218
Pmea_00010085	885
Pmea_00010086	1989
Pmea_00010087	2841
Pmea_00010088	732
Pmea_00010089	5580
Pmea_00010090	1818
Pmea_00010091	483
Pmea_00010092	615
Pmea_00010093	645
Pmea_00010094	2040
Pmea_00010095	930
Pmea_00010096	366
Pmea_00010097	360
Pmea_00010098	1533
Pmea_00010099	1227
Pmea_00010100	1158
Pmea_00010101	3042
Pmea_00010102	4407
Pmea_00010103	333
Pmea_00010104	957
Pmea_00010105	627
Pmea_00010106	240
Pmea_00010107	291
Pmea_00010108	597
Pmea_00010109	1731
Pmea_00010110	681
Pmea_00010111	522
Pmea_00010112	1905
Pmea_00010113	486
Pmea_00010114	1248
Pmea_00010115	1101
Pmea_00010116	354
Pmea_00010117	720
Pmea_00010118	1026
Pmea_00010119	846
Pmea_00010120	534
Pmea_00010121	1749
Pmea_00010122	348
Pmea_00010123	924
Pmea_00010124	366
Pmea_00010125	357
Pmea_00010126	405
Pmea_00010127	363
Pmea_00010128	420
Pmea_00010129	309
Pmea_00010130	315
Pmea_00010131	633
Pmea_00010132	513
Pmea_00010133	549
Pmea_00010134	498
Pmea_00010135	1467
Pmea_00010136	423
Pmea_00010137	3411
Pmea_00010138	822
Pmea_00010139	1086
Pmea_00010140	855
Pmea_00010141	636
Pmea_00010142	348
Pmea_00010143	1200
Pmea_00010144	351
Pmea_00010145	201
Pmea_00010146	492
Pmea_00010147	663
Pmea_00010148	336
Pmea_00010149	3045
Pmea_00010150	165
Pmea_00010151	279
Pmea_00010152	222
Pmea_00010153	2028
Pmea_00010154	927
Pmea_00010155	264
Pmea_00010156	561
Pmea_00010157	657
Pmea_00010158	357
Pmea_00010159	750
Pmea_00010160	2898
Pmea_00010161	318
Pmea_00010162	798
Pmea_00010163	486
Pmea_00010164	855
Pmea_00010165	687
Pmea_00010166	144
Pmea_00010167	636
Pmea_00010168	432
Pmea_00010169	702
Pmea_00010170	570
Pmea_00010171	843
Pmea_00010172	2796
Pmea_00010173	633
Pmea_00010174	8148
Pmea_00010175	495
Pmea_00010176	2958
Pmea_00010177	1509
Pmea_00010178	3000
Pmea_00010179	1599
Pmea_00010180	2817
Pmea_00010181	744
Pmea_00010182	1578
Pmea_00010183	2280
Pmea_00010184	1410
Pmea_00010185	23241
Pmea_00010186	2370
Pmea_00010187	747
Pmea_00010188	711
Pmea_00010189	585
Pmea_00010190	777
Pmea_00010191	4050
Pmea_00010192	231
Pmea_00010193	2805
Pmea_00010194	1317
Pmea_00010195	1599
Pmea_00010196	1377
Pmea_00010197	840
Pmea_00010198	141
Pmea_00010199	780
Pmea_00010200	312
Pmea_00010201	684
Pmea_00010202	2541
Pmea_00010203	609
Pmea_00010204	249
Pmea_00010205	711
Pmea_00010206	576
Pmea_00010207	1455
Pmea_00010208	336
Pmea_00010209	210
Pmea_00010210	390
Pmea_00010211	252
Pmea_00010212	351
Pmea_00010213	1875
Pmea_00010214	399
Pmea_00010215	2070
Pmea_00010216	630
Pmea_00010217	402
Pmea_00010218	972
Pmea_00010219	936
Pmea_00010220	1008
Pmea_00010221	831
Pmea_00010222	987
Pmea_00010223	483
Pmea_00010224	321
Pmea_00010225	1533
Pmea_00010226	195
Pmea_00010227	543
Pmea_00010228	297
Pmea_00010229	903
Pmea_00010230	726
Pmea_00010231	1602
Pmea_00010232	831
Pmea_00010233	1137
Pmea_00010234	1554
Pmea_00010235	666
Pmea_00010236	672
Pmea_00010237	441
Pmea_00010238	798
Pmea_00010239	369
Pmea_00010240	501
Pmea_00010241	450
Pmea_00010242	183
Pmea_00010243	531
Pmea_00010244	2079
Pmea_00010245	861
Pmea_00010246	645
Pmea_00010247	1236
Pmea_00010248	1098
Pmea_00010249	339
Pmea_00010250	789
Pmea_00010251	381
Pmea_00010252	1122
Pmea_00010253	1554
Pmea_00010254	789
Pmea_00010255	807
Pmea_00010256	666
Pmea_00010257	357
Pmea_00010258	204
Pmea_00010259	735
Pmea_00010260	456
Pmea_00010261	438
Pmea_00010262	243
Pmea_00010263	441
Pmea_00010264	318
Pmea_00010265	546
Pmea_00010266	1182
Pmea_00010267	606
Pmea_00010268	978
Pmea_00010269	675
Pmea_00010270	285
Pmea_00010271	1425
Pmea_00010272	696
Pmea_00010273	1149
Pmea_00010274	1239
Pmea_00010275	480
Pmea_00010276	525
Pmea_00010277	4125
Pmea_00010278	543
Pmea_00010279	2019
Pmea_00010280	423
Pmea_00010281	1029
Pmea_00010282	417
Pmea_00010283	1530
Pmea_00010284	4032
Pmea_00010285	1161
Pmea_00010286	4857
Pmea_00010287	528
Pmea_00010288	10866
Pmea_00010289	2877
Pmea_00010290	1296
Pmea_00010291	699
Pmea_00010292	1530
Pmea_00010293	1554
Pmea_00010294	1398
Pmea_00010295	1866
Pmea_00010296	195
Pmea_00010297	2121
Pmea_00010298	2151
Pmea_00010299	1857
Pmea_00010300	1089
Pmea_00010301	948
Pmea_00010302	1698
Pmea_00010303	1197
Pmea_00010304	1362
Pmea_00010305	1038
Pmea_00010306	1188
Pmea_00010307	1695
Pmea_00010308	1302
Pmea_00010309	3873
Pmea_00010310	1533
Pmea_00010311	2832
Pmea_00010312	684
Pmea_00010313	1740
Pmea_00010314	1740
Pmea_00010315	1512
Pmea_00010316	2805
Pmea_00010317	1623
Pmea_00010318	3228
Pmea_00010319	1476
Pmea_00010320	2796
Pmea_00010321	981
Pmea_00010322	4014
Pmea_00010323	2505
Pmea_00010324	492
Pmea_00010325	1125
Pmea_00010326	2199
Pmea_00010327	1134
Pmea_00010328	5646
Pmea_00010329	1575
Pmea_00010330	1599
Pmea_00010331	264
Pmea_00010332	756
Pmea_00010333	2826
Pmea_00010334	1590
Pmea_00010335	1317
Pmea_00010336	348
Pmea_00010337	2970
Pmea_00010338	1041
Pmea_00010339	1524
Pmea_00010340	1983
